Area	Canonical Subtopic	Object tag	Technique tag	Lemma/Theorem tag	Proof role	Raw imported tag
Combinatorics	Pigeonhole, extremal principle, and averaging	obstructions	finite obstruction		obstruction	FINITE OBSTRUCTION
Combinatorics	Pigeonhole, extremal principle, and averaging	finite perturbations	perturbation argument			FINITE PERTURBATIONS
Combinatorics	Pigeonhole, extremal principle, and averaging	finite sets	pigeonhole principle		pigeonhole	FINITE PIGEONHOLE
Combinatorics	Combinatorial geometry	finite point configurations	incidence; position argument			FINITE POINT CONFIGURATIONS
Combinatorics	Set systems, posets, and extremal set theory	finite posets	order argument			FINITE POSETS
Combinatorics	Pigeonhole, extremal principle, and averaging	finite process	termination argument		termination	FINITE PROCESS
Combinatorics	Pigeonhole, extremal principle, and averaging	finite processes	termination argument		termination	FINITE PROCESSES
Number Theory	Finite fields and finite geometry	projective plane over finite field	finite projective geometry			FINITE PROJECTIVE PLANE
Algebra	Algebraic structures and linear algebra	quotient structures	finite quotients			FINITE QUOTIENTS
Combinatorics	Combinatorial geometry	finite real sets	order/geometry of finite sets			FINITE REAL SETS
Number Theory	Finite rings and modular arithmetic	finite rings	ring structure modulo n			FINITE RING BEHAVIOR
Geometry	Geometry-flavored algebra	finite rotation groups	group action; symmetry			FINITE ROTATION GROUPS
Number Theory	Pigeonhole, extremal principle, and averaging	finite search	search pruning		finite check	FINITE SEARCH PRUNING
Algebra	Extremal methods, monotonicity, and invariants	finite search states	invariant-aided search pruning		invariant/finite check	FINITE SEARCH WITH INVARIANTS
Algebra	Algebraic structures and linear algebra	finite semigroups	semigroup structure			FINITE SEMIGROUP
Algebra	Discrete functions, floors, rounding, and base representation	finite semigroups; automata	finite-state transition; automaton			FINITE SEMIGROUPS/AUTOMATA
Combinatorics	Combinatorial geometry	finite separation	separating line/partition argument			FINITE SEPARATION
Number Theory	Additive and multiplicative number theory	finite set structure	structure theorem flavor			FINITE SET STRUCTURE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	finite states	state transition			FINITE STATE
Algebra	Algebraic structures and linear algebra	finite structures	structural classification			FINITE STRUCTURES
Combinatorics	Algebraic structures and linear algebra	finite subgroups	group action; subgroup structure			FINITE SUBGROUPS
Number Theory	Extremal methods, monotonicity, and invariants	finite subsets	subset optimization		optimization	FINITE SUBSET OPTIMIZATION
Combinatorics	Set systems, posets, and extremal set theory	ultrafilters	finite ultrafilter argument			FINITE ULTRAFILTER
Geometry	Geometry-flavored algebra	vector spaces over finite fields	finite vector-space geometry			FINITE VECTOR SPACES
Number Theory	Pigeonhole, extremal principle, and averaging	finite cases	verification		finite check	FINITE VERIFICATION
Combinatorics	Discrete functions, floors, rounding, and base representation	finite-difference equations	finite difference method			FINITE-DIFFERENCE EQUATIONS
Algebra	Extremal methods, monotonicity, and invariants	finite differences	finite-difference rigidity		rigidity	FINITE-DIFFERENCE RIGIDITY
Combinatorics	Algebraic structures and linear algebra	finite-dimensional solution spaces	linear algebra dimension count			FINITE-DIMENSIONAL SOLUTION SPACES
Number Theory	Finite fields and finite geometry	finite-field identities	polynomial identity over finite fields			FINITE-FIELD IDENTITIES
Number Theory	Finite fields and finite geometry	finite-field norm	norm map over finite fields			FINITE-FIELD NORM
Combinatorics	Finite fields and finite geometry	projective finite-field configuration	finite-field/projective trick			FINITE-FIELD/PROJECTIVE TRICK
Algebra	Functional equations	finite image parameter	parameter restriction by finite image			FINITE-IMAGE PARAMETER
Number Theory	Algorithms, automata, words, and constructive combinatorics	finite-memory dynamics	state recurrence			FINITE-MEMORY DYNAMICS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	finite-set dynamics	iterative set process			FINITE-SET DYNAMICS
Combinatorics	Functional equations	finite-set images	image-set analysis			FINITE-SET IMAGES
Combinatorics	Algorithms, automata, words, and constructive combinatorics	finite-state dynamics	state machine; transition graph			FINITE-STATE DYNAMICS
Combinatorics	Combinatorial algebra and counting	finite-state games	state graph; game strategy			FINITE-STATE GAMES
Combinatorics	Algorithms, automata, words, and constructive combinatorics	finite-state processes	state transition; automaton			FINITE-STATE PROCESSES
Algebra	Sequences, recurrences, and series	finite-state recurrence	recurrence with finite states			FINITE-STATE RECURRENCE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	finite-state systems	automaton/state system			FINITE-STATE SYSTEMS
Number Theory	Pigeonhole, extremal principle, and averaging	finiteness vs infinitude	finiteness contradiction		contradiction	FINITENESS VS INFINITUDE
Algebra	Extremal methods, monotonicity, and invariants	finiteness descent	descent; minimal counterexample		descent	FINITENESS/DESCENT
Combinatorics	Pigeonhole, extremal principle, and averaging	first appearance	minimal counterexample; first occurrence		minimality	FIRST APPEARANCES
Combinatorics	Combinatorial algebra and counting	first moment	averaging; expectation	first moment method	counting/averaging	FIRST MOMENT
Number Theory	Extremal methods, monotonicity, and invariants	first passage	minimal index argument		minimality	FIRST-PASSAGE ARGUMENT
Geometry	Projective geometry	fivefold concurrency	concurrency chase			FIVEFOLD CONCURRENCY
Geometry	Angle chasing	fixed angles	angle chasing			FIXED ANGLES
Geometry	Circle geometry	fixed circle	circle invariant			FIXED CIRCLE
Geometry	Circle geometry	point on fixed circle	locus/circle invariant			FIXED CIRCLE POINT
Geometry	Locus geometry	fixed point locus	locus determination			FIXED POINT LOCUS
Algebra	Extremal methods, monotonicity, and invariants	fixed point	fixed-point uniqueness		uniqueness	FIXED POINT UNIQUENESS
Geometry	Circle geometry	fixed point; circle pencil	coaxal/circle pencil			FIXED POINT/CIRCLE PENCIL
Geometry	Circle geometry	fixed point; coaxal circles	coaxality			FIXED POINT/COAXALITY
Number Theory	Functional equations	fixed values	homothety of values; fixed-point analysis			FIXED POINTS/HOMOTHETY OF VALUES
Geometry	Locus geometry	fixed locus	locus argument			FIXED-LOCUS
Combinatorics	Combinatorial algebra and counting	fixed points	fixed-point counting	Burnside-style viewpoint	counting	FIXED-POINT COUNTING
Number Theory	Functional equations	fixed points	forcing fixed point		forcing	FIXED-POINT FORCING
Geometry	Locus geometry	fixed-point loci	locus determination			FIXED-POINT LOCI
Algebra	Functional equations	fixed point obstruction	orbit obstruction		obstruction	FIXED-POINT OBSTRUCTION
Combinatorics	Functional equations	fixed points	fixed-point style argument			FIXED-POINT STYLE
Algebra	Geometry-flavored algebra	fixed-slope points	slope constraint			FIXED-SLOPE POINTS
Geometry	Geometric inequalities and optimization	fixed sum	length/sum lemma		extremal	FIXED-SUM LEMMA
Algebra	Inequalities and optimization	fixed-sum variables	maximization under fixed sum		optimization	FIXED-SUM MAXIMIZATION
Geometry	Geometric packing	flat torus packing	packing on torus		extremal	FLAT TORUS PACKING
Geometry	Metric geometry	flat configurations	flatness argument			FLATNESS
Combinatorics	Combinatorial algebra and counting	flip graph	reconfiguration graph			FLIP GRAPH
Algebra	Discrete functions, floors, rounding, and base representation	floor division	floor manipulation			FLOOR DIVISION
Algebra	Discrete functions, floors, rounding, and base representation	floor maps	discrete map; floor function			FLOOR MAPS
Algebra	Sequences, recurrences, and series	floor recurrence	recurrence with floor function			FLOOR RECURRENCE
Algebra	Discrete functions, floors, rounding, and base representation	floor-function counterexamples	counterexample construction		counterexample	FLOOR-FUNCTION COUNTEREXAMPLES
Algebra	Discrete functions, floors, rounding, and base representation	floor sums; sawtooth functions	floor-sum estimates; fractional parts		estimation	FLOOR-SUM/SAWTOOTH ESTIMATES
Algebra	Discrete functions, floors, rounding, and base representation	floors; fractional parts	fractional-part analysis			FLOORS/FRACTIONAL PARTS
Number Theory	Graph theory	flow matrix	linear flow/invariant matrix			FLOW MATRIX
Combinatorics	Graph theory	cycle graph	flow on cycle			FLOW ON A CYCLE
Combinatorics	Graph theory	cycles	flow on cycles			FLOW ON CYCLES
Algebra	Extremal methods, monotonicity, and invariants	flow process	flow invariant		invariant	FLOW/INVARIANT
Combinatorics	Combinatorial algebra and counting	flows; matchings	network flow; matching			FLOWS/MATCHINGS
Number Theory	Modular arithmetic and congruences	FLT cycles	Fermat congruence cycles	Fermat's little theorem	cycle analysis	FLT CYCLES
Geometry	Conic geometry	foci	conic focus property			FOCI
Geometry	Transformations and symmetry	folding	folding transformation			FOLDING
Combinatorics	Coloring, tiling, grids, and invariants	folded configurations	folding lemma	Folding lemma		FOLDING LEMMA
Combinatorics	Combinatorial algebra and counting	permutations	folding permutation construction		construction	FOLDING PERMUTATIONS
Geometry	Transformations and symmetry	folding; reflection	reflection transformation			FOLDING/REFLECTION
Combinatorics	Graph theory	hypergraphs; Berge cycles	forbidden Berge-cycle		obstruction	FORBIDDEN BERGE-CYCLE
Combinatorics	Combinatorial geometry	distances	forbidden distance graph		obstruction	FORBIDDEN DISTANCES
Combinatorics	Combinatorial algebra and counting	ratios	forbidden equal ratios		obstruction	FORBIDDEN EQUAL RATIOS
Combinatorics	Combinatorial algebra and counting	matrices	forbidden pattern in matrix		obstruction	FORBIDDEN MATRIX PATTERN
Combinatorics	Combinatorial algebra and counting	pairs	forbidden-pair condition		obstruction	FORBIDDEN PAIRS
Combinatorics	Coloring, tiling, grids, and invariants	patterns	forbidden pattern argument		obstruction	FORBIDDEN PATTERNS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	words; powers	forbidden power-free word		obstruction	FORBIDDEN POWERS
Combinatorics	Combinatorial algebra and counting	triples	forbidden triple condition		obstruction	FORBIDDEN TRIPLES
Combinatorics	Algorithms, automata, words, and constructive combinatorics	words	forbidden-word automaton		obstruction	FORBIDDEN WORDS
Algebra	Functional equations	functions	forced linearity		rigidity	FORCED LINEARITY
Combinatorics	Games and strategies	moves	forced move analysis		strategy	FORCED MOVES
Number Theory	Functional equations	constants	free-variable forcing		forcing	FORCING CONSTANTS VIA A FREE VARIABLE
Combinatorics	Combinatorial algebra and counting	identifiable structures	forcing; identifiability		rigidity	FORCING/IDENTIFIABILITY
Combinatorics	Graph theory	graph colorings	coloring theorem	Four color theorem		FOUR COLOR THEOREM
Combinatorics	Combinatorial algebra and counting	four-point configurations	double counting		counting	FOUR-POINT COUNTING
Algebra	Complex, trigonometric, and Fourier methods	Fourier modes	Fourier decomposition			FOURIER MODES
Algebra	Complex, trigonometric, and Fourier methods	graph edges	Fourier edge decomposition			FOURIER/EDGE DECOMPOSITION
Algebra	Complex, trigonometric, and Fourier methods	functions	Fourier transform; Parseval identity	Parseval identity		FOURIER/PARSEVAL
Combinatorics	Combinatorial algebra and counting	matchings	fractional matching; LP relaxation			FRACTIONAL MATCHING
Algebra	Functional equations	fractional-linear maps	iteration of Möbius transform			FRACTIONAL-LINEAR ITERATION
Combinatorics	Algorithms, automata, words, and constructive combinatorics	blocks; frequencies	block-frequency analysis			FREQUENCIES/BLOCK STRUCTURE
Combinatorics	Modular arithmetic and congruences	binomial powers	mod prime simplification	Freshman's dream	congruence	FRESHMAN'S DREAM
Combinatorics	Combinatorial algebra and counting	friendship graph	common-neighbor graph	Friendship theorem		FRIENDSHIP GRAPH
Combinatorics	Graph theory	friendship graph	graph theorem	Friendship theorem		FRIENDSHIP THEOREM
Combinatorics	Algorithms, automata, words, and constructive combinatorics	Frobenius coin-type objects	Frobenius-style construction	Frobenius coin problem	construction	FROBENIUS-STYLE CONSTRUCTION
Number Theory	Diophantine equations	Frobenius-type equations	Frobenius-type obstruction			FROBENIUS-TYPE
Combinatorics	Combinatorial algebra and counting	Frobenius-type objects	Frobenius-type counting		counting	FROBENIUS-TYPE COUNTING
Number Theory	Geometry-flavored number theory	Frobenius-type geometry	geometric number theory viewpoint			FROBENIUS-TYPE GEOMETRY
Combinatorics	Algorithms, automata, words, and constructive combinatorics	length constraints	Frobenius-type length obstruction		obstruction	FROBENIUS-TYPE LENGTH OBSTRUCTION
Combinatorics	Functional equations	functions	functional constraints			FUNCTIONAL CONSTRAINTS
Algebra	Functional equations	functions	functional construction		construction	FUNCTIONAL CONSTRUCTIONS
Algebra	Functional equations	functions	functional decomposition			FUNCTIONAL DECOMPOSITION
Combinatorics	Combinatorial algebra and counting	functional digraph on edges	edge functional graph			FUNCTIONAL DIGRAPH ON EDGES
Number Theory	Functional equations	functions on positive integers	number-theoretic functional equation			FUNCTIONAL EQUATION ON POSITIVE INTEGERS
Algebra	Functional equations	sequences	functional equation on sequences			FUNCTIONAL EQUATION ON SEQUENCES
Algebra	Functional equations	Cauchy-style functions	Cauchy equation method	Cauchy functional equation	rigidity	FUNCTIONAL EQUATIONS (CAUCHY-STYLE)
Algebra	Functional equations	injective/shift functions	injectivity; shift argument			FUNCTIONAL EQUATIONS (INJECTIVITY/SHIFT)
Algebra	Polynomials and algebraic manipulation	polynomial-type functions	polynomialization; finite differences			FUNCTIONAL EQUATIONS / POLYNOMIAL-TYPE BEHAVIOR
Number Theory	Functional equations	finite-domain functions	finite functional equation			FUNCTIONAL EQUATIONS FINITE
Algebra	Discrete functions, floors, rounding, and base representation	integer-valued additive functions; floor	additivity; floor analysis			FUNCTIONAL EQUATIONS; INTEGER-VALUED ADDITIVE FUNCTIONS; FLOOR
Geometry	Geometry-flavored algebra	functional geometry	functional-geometric translation			FUNCTIONAL GEOMETRY
Algebra	Functional equations	functional graph of g(x)	orbit graph; iteration			FUNCTIONAL GRAPH OF G(X)
Algebra	Functional equations	functional graph	functional graph viewpoint			FUNCTIONAL GRAPH VIEWPOINT
Algebra	Functional equations	functional graph; orbit	orbit construction		construction	FUNCTIONAL GRAPH/ORBIT CONSTRUCTION
Algebra	Inequalities and optimization	functions; inequalities	differentiability propagation; quadratic rigidity		rigidity	FUNCTIONAL INEQUALITIES; DIFFERENTIABILITY PROPAGATION; QUADRATIC RIGIDITY
Algebra	Inequalities and optimization	functions; inequalities	monotonicity; exponential limit		limit/monotonicity	FUNCTIONAL INEQUALITIES; MONOTONICITY; EXPONENTIAL LIMIT
Combinatorics	Algorithms, automata, words, and constructive combinatorics	iterations; cycles	functional iteration; cycle structure			FUNCTIONAL ITERATION / CYCLE STRUCTURE
Algebra	Extremal methods, monotonicity, and invariants	functions	monotonicity argument		monotonicity	FUNCTIONAL MONOTONICITY
Algebra	Inequalities and optimization	functionals	optimization of functions		optimization	FUNCTIONAL OPTIMIZATION
Algebra	Functional equations	functions	functional rigidity		rigidity	FUNCTIONAL RIGIDITY
Algebra	Extremal methods, monotonicity, and invariants	functions	extremal counting		counting/extremal	FUNCTIONS/EXTREMAL COUNTING
Algebra	Functional equations	functions; inequalities	casework; functional equation			FUNCTIONS; INEQUALITIES; CASEWORK
Algebra	Analytic estimates and asymptotics	amenable boxes	Følner box idea	Følner condition	averaging	FØLNER-BOX IDEA
Combinatorics	Combinatorial algebra and counting	bipartite degree sequences	matrix/degree sequence realization	Gale-Ryser theorem	existence	GALE-RYSER STYLE
Combinatorics	Graph theory	edge colorings	Gallai coloring structure	Gallai coloring		GALLAI COLORINGS
Combinatorics	Graph theory	graph paths/colorings	structural graph theorem	Gallai theorem		GALLAI THEOREM
Combinatorics	Graph theory	directed paths	orientation-path theorem	Gallai-Roy theorem		GALLAI-ROY PATH THEOREM
Combinatorics	Graph theory	graph color/path structures	Gallai-type decomposition	Gallai-type ideas		GALLAI-TYPE IDEAS
Number Theory	Algebraic number theory	conjugates; roots	Galois symmetry			GALOIS SYMMETRY
Algebra	Extremal methods, monotonicity, and invariants	games	invariant strategy		invariant	GAME/INVARIANTS
Algebra	Extremal methods, monotonicity, and invariants	games; symmetries	invariants; symmetry strategy		invariant	GAMES / INVARIANTS / SYMMETRY
Algebra	Extremal methods, monotonicity, and invariants	games; permutations	modular invariant		invariant	GAMES / PERMUTATIONS / MODULAR INVARIANTS
Algebra	Extremal methods, monotonicity, and invariants	games	invariants		invariant	GAMES AND INVARIANTS
Combinatorics	Combinatorial algebra and counting	grid games	game strategy on grids			GAMES ON GRIDS
Combinatorics	Combinatorial algebra and counting	grid coloring games	game strategy; coloring			GAMES/GRID COLORING
Algebra	Extremal methods, monotonicity, and invariants	games	invariants		invariant	GAMES/INVARIANTS
Combinatorics	Combinatorial algebra and counting	games	potential function		invariant	GAMES/POTENTIAL FUNCTIONS
Combinatorics	Combinatorial algebra and counting	games; processes	process analysis			GAMES/PROCESSES
Combinatorics	Combinatorial algebra and counting	games	strategy analysis		strategy	GAMES/STRATEGY
Combinatorics	Pigeonhole, extremal principle, and averaging	gaps	gap argument		extremal	GAP ARGUMENT
Combinatorics	Pigeonhole, extremal principle, and averaging	gaps	gap bound		bound	GAP BOUND
Combinatorics	Pigeonhole, extremal principle, and averaging	gaps	gap constraints		obstruction	GAP CONSTRAINTS
Algebra	Extremal methods, monotonicity, and invariants	gaps	growth of gaps		growth/monotonicity	GAP GROWTH
Algebra	Extremal methods, monotonicity, and invariants	gaps	gap monotonicity		monotonicity	GAP MONOTONICITY
Number Theory	Pigeonhole, extremal principle, and averaging	gaps	gap principle		obstruction	GAP PRINCIPLE
Combinatorics	Pigeonhole, extremal principle, and averaging	gaps	gap strategy		strategy	GAP STRATEGY
Number Theory	Additive and multiplicative number theory	gap sums	sum over gaps			GAP SUMS
Number Theory	Divisibility and modular arithmetic	residues	Gauss lemma flavor	Gauss lemma		GAUSS LEMMA FLAVOR
Number Theory	Polynomials and algebraic manipulation	content of polynomial	Gauss lemma; primitive polynomial	Gauss lemma	content argument	GAUSS LEMMA/CONTENT
Number Theory	Algebraic number theory	Gaussian integers	Gaussian-integer viewpoint			GAUSSIAN-INTEGER VIEWPOINT
Combinatorics	Combinatorial geometry	point sets	general position assumption			GENERAL POSITION
Algebra	Algebraic structures and linear algebra	generalized inverse	inverse construction			GENERALIZED INVERSE
Combinatorics	Combinatorial algebra and counting	generating functions; Vandermonde sums	generating functions; binomial identities	Vandermonde identity	counting	GENERATING FUNCTIONS/VANDERMONDE-TYPE SUMS
Algebra	Polynomials and algebraic manipulation	generating polynomials	polynomial generating function			GENERATING POLYNOMIALS
Algebra	Sequences, recurrences, and series	generating series	series generating function			GENERATING SERIES
Algebra	Algebraic structures and linear algebra	generic element	generic choice argument			GENERIC CHOICE
Combinatorics	Combinatorial geometry	generic configuration	generic position			GENERIC POSITION
Geometry	Geometry-flavored algebra	3D configuration; coordinates; centers	coordinate geometry; center chase			GEO - 3D GEOMETRY; COORDINATES; INCENTER/ORTHOCENTER
Geometry	Geometry-flavored algebra	tangent-chord; angle bisectors	coordinate/trig geometry	Tangent-chord theorem		GEO - TANGENT-CHORD; ANGLE BISECTORS; COORDINATES/TRIG
Algebra	Complex, trigonometric, and Fourier methods	triangle geometry	trig chase; sine rule	Sine rule		GEO - TRIG CHASE; SINE RULE; SPECIAL ANGLE
Geometry	Geometry-flavored algebra	vectors; rotations; midpoint	vector geometry; rotation			GEO - VECTORS; ROTATIONS; MIDPOINT
Geometry	Angle chasing	angle bisectors; triangle	angle chasing; sine rule	Sine rule		GEO — ANGLE CHASING; ANGLE BISECTORS; SINE RULE
Geometry	Circle geometry	Miquel circles; angle bisectors	Miquel configuration; affine midpoint	Miquel theorem		GEO — MIQUEL-STYLE CIRCLES; ANGLE BISECTORS; AFFINE MIDPOINT
Geometry	Triangle centers and triangle configurations	orthocenter; incenter; cyclic angles	center chase; angle computation			GEO — ORTHOCENTER; INCENTER; CYCLIC ANGLES; COMPUTATION
Algebra	Geometry-flavored algebra	geometric substitution	substitution from geometry			GEO-FLAVORED SUBSTITUTION
Geometry	Geometry-flavored algebra	homothety centers; tangents; concurrence	homothety; Ceva/Brianchon-type argument	Ceva; Brianchon-type concurrence	concurrency	GEO-HOMOTHETY CENTERS; TANGENTS; CEVA/BRIANCHON-TYPE CONCURRENCE
Geometry	Geometry-flavored algebra	tangent circles; altitude configuration	coordinates; tangent-circle geometry			GEO-TANGENT CIRCLES; ALTITUDE CONFIGURATION; COORDINATES
Combinatorics	Combinatorial geometry	geometric configurations	configuration analysis			GEOMETRIC CONFIGURATIONS
Combinatorics	Combinatorial geometry	geometric graph/connectivity	connectivity in geometric setting			GEOMETRIC CONNECTIVITY
Geometry	Geometric inequalities and optimization	geometric covering	covering argument		covering bound	GEOMETRIC COVERING
Algebra	Analytic estimates and asymptotics	geometric coverings; density	density estimate; covering			GEOMETRIC COVERINGS / DENSITY
Combinatorics	Combinatorial algebra and counting	geometric graph coloring	graph coloring in geometric graph			GEOMETRIC GRAPH COLORING
Algebra	Extremal methods, monotonicity, and invariants	geometric graphs; crossings	extremal graph geometry		extremal	GEOMETRIC GRAPHS / CROSSINGS / EXTREMAL
Geometry	Induction and construction	geometric configurations	geometric induction		induction	GEOMETRIC INDUCTION
Algebra	Inequalities and optimization	geometric quantities	geometric inequality			GEOMETRIC INEQUALITIES
Geometry	Triangle geometry	right triangle segments	geometric mean theorem	Geometric mean theorem		GEOMETRIC MEAN THEOREM
Algebra	Inequalities and optimization	geometric means	AM-GM / geometric mean			GEOMETRIC MEANS
Geometry	Geometric inequalities and optimization	packing configurations	geometric packing		extremal	GEOMETRIC PACKING
Algebra	Pigeonhole, extremal principle, and averaging	geometric objects	geometric pigeonhole		pigeonhole	GEOMETRIC PIGEONHOLE
Algebra	Sequences, recurrences, and series	geometric progression	GP structure			GEOMETRIC PROGRESSION
Algebra	Sequences, recurrences, and series	gaps in geometric progression	growth comparison			GEOMETRIC PROGRESSION OF GAPS
Combinatorics	Combinatorial geometry	slopes	slope counting			GEOMETRIC SLOPES
Combinatorics	Combinatorial geometry	transversals	geometric transversal argument			GEOMETRIC TRANSVERSALS
Combinatorics	Combinatorial algebra and counting	geometry graph	graph model of geometry			GEOMETRY GRAPH
Combinatorics	Combinatorial geometry	point sets	geometry of point sets			GEOMETRY OF POINT SETS
Combinatorics	Combinatorial geometry	regular pentagons	pentagon geometry			GEOMETRY OF REGULAR PENTAGONS
Geometry	Geometry-flavored algebra	regular polygons	symmetry; polygon geometry			GEOMETRY OF REGULAR POLYGONS
Algebra	Polynomials and algebraic manipulation	roots	geometry of roots; root configuration			GEOMETRY OF ROOTS
Geometry	Geometry-flavored algebra	vectors	vector geometry			GEOMETRY OF VECTORS
Combinatorics	Combinatorial algebra and counting	cyclic groups	geometry on cyclic groups			GEOMETRY ON CYCLIC GROUPS
Geometry	Geometry-flavored algebra	plane geometry in R^2	coordinate/vector geometry			GEOMETRY ON R^2
Algebra	Complex, trigonometric, and Fourier methods	triangle configuration	trig Ceva/Menelaus; spiral similarity	Ceva; Menelaus	concurrency/collinearity	GEOMETRY; ANGLE CHASING; TRIG CEVA/MENELAUS; SPIRAL SIMILARITY
Geometry	Geometry-flavored algebra	arc midpoint; angle bisectors	coordinates; spiral similarity			GEOMETRY; ARC MIDPOINT; ANGLE BISECTORS; COORDINATES/SPIRAL SIMILARITY
Combinatorics	Combinatorial geometry	convex polyhedra	antipodal support planes; Euler characteristic; duality	Euler characteristic	extremal/duality	GEOMETRY; CONVEX POLYHEDRA; ANTIPODAL SUPPORT PLANES; EULER CHARACTERISTIC; DUALITY
Geometry	Geometry-flavored algebra	circles; projections	coordinate bash; circle geometry			GEOMETRY; COORDINATE BASH; CIRCLE GEOMETRY; PROJECTIONS
Geometry	Circle geometry	cyclic quadrilaterals	spiral similarity; angle chasing			GEOMETRY; CYCLIC QUADRILATERALS; SPIRAL SIMILARITY; ANGLE CHASING
Geometry	Triangle centers and triangle configurations	excircles; tangency lengths	tangency chase; perpendicularity; angle computation			GEOMETRY; EXCIRCLES; TANGENCY LENGTHS; PERPENDICULARITY; ANGLE COMPUTATION
Algebra	Extremal methods, monotonicity, and invariants	distances; enclosing triangle	extremal distance argument		extremal	GEOMETRY; EXTREMAL DISTANCE; ENCLOSING TRIANGLE
Geometry	Geometry-flavored algebra	homothety; circle tangency; concurrence	coordinates; homothety			GEOMETRY; HOMOTHETY; CIRCLE TANGENCY; COORDINATES; CONCURRENCE
Geometry	Geometry-flavored algebra	incenter; contact chord	coordinates/trig; angle condition			GEOMETRY; INCENTER; CONTACT CHORD; ANGLE CONDITION; COORDINATES/TRIG
Geometry	Triangle centers and triangle configurations	incenters; excenters	spiral similarity; cyclic quadrilateral			GEOMETRY; INCENTERS/EXCENTERS; SPIRAL SIMILARITY; CYCLIC QUADRILATERALS
Algebra	Inequalities and optimization	geometric lengths	extremal length ordering		extremal	GEOMETRY; INEQUALITIES; EXTREMAL LENGTH ORDERING
Geometry	Triangle and quadrilateral configurations	quadrilateral; isogonal/orthogonal structure	existence proof			GEOMETRY; QUADRILATERAL; ISOGONAL/ORTHOGONAL STRUCTURE; EXISTENCE
Geometry	Circle geometry	tangency; altitudes; circle of AEF	tangency and altitude chase			GEOMETRY; TANGENCY; ALTITUDES; CIRCLE OF AEF
Geometry	Circle geometry	trapezoid; directed angles	circle criterion			GEOMETRY; TRAPEZOID; DIRECTED ANGLES; CIRCLE CRITERION
Geometry	Projective geometry	trapezoids; cyclicity	spiral similarity; projective flavor			GEOMETRY; TRAPEZOIDS; SPIRAL SIMILARITY; CYCLICITY; PROJECTIVE FLAVOR
Geometry	Geometry-flavored algebra	triangle centers; arc midpoint; homothety	external tangents; similarity			GEOMETRY; TRIANGLE CENTERS; ARC MIDPOINTS; HOMOTHETY; EXTERNAL TANGENTS; SIMILARITY
Geometry	Geometry-flavored algebra	vector area	trigonometric optimization; vector area		optimization	GEOMETRY; VECTOR AREA; TRIGONOMETRIC OPTIMIZATION
Geometry	Projective geometry	spiral similarity; tangency; orthocenter	projective geometry; spiral similarity			GEO–PROJECTIVE; SPIRAL SIMILARITY; TANGENCY; ORTHOCENTER
Geometry	Constructions	equal tangency; equilateral centers	ruler-compass construction		construction	GEO–RULER-COMPASS CONSTRUCTION; EQUAL TANGENCY; EQUILATERAL CENTERS
Geometry	Circle geometry	tangency; spiral similarity; coaxal circles	cyclic/coaxal geometry			GEO–TANGENCY; SPIRAL SIMILARITY; COAXAL/CYCLIC GEOMETRY
Geometry	Triangle centers and triangle configurations	Gergonne point	contact triangle; cevians	Gergonne point	concurrency	GERGONNE POINT
Geometry	Triangle centers and triangle configurations	Gergonne point; EFG circle	contact-circle configuration	Gergonne point		GERGONNE/EFG CIRCLE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	particles	ghost-particle trick		construction	GHOST-PARTICLE TRICK
Combinatorics	Invariants and symmetry	card/order configurations	Gilbreath principle	Gilbreath principle	invariant	GILBREATH PRINCIPLE
Combinatorics	Graph theory	graph girth	girth condition		obstruction	GIRTH CONDITIONS
Geometry	Global configuration	global geometric configuration	configuration synthesis			GLOBAL CONFIGURATION
Geometry	Geometry-flavored algebra	global consistency	consistency chase		rigidity	GLOBAL CONSISTENCY
Combinatorics	Pigeonhole, extremal principle, and averaging	global pigeonhole	pigeonhole principle		pigeonhole	GLOBAL PIGEONHOLE
Algebra	Sequences, recurrences, and series	global sums	summing over all variables			GLOBAL SUMS
Geometry	Angle chasing	golden ratio angles	angle chase with golden ratio			GOLDEN RATIO ANGLES
Geometry	Geometry-flavored algebra	golden triangle	special triangle geometry			GOLDEN TRIANGLE
Geometry	Angle chasing	golden angle	angle chasing			GOLDEN-ANGLE CHASE
Geometry	Angle chasing	golden angle geometry	special angle geometry			GOLDEN-ANGLE GEOMETRY
Geometry	Angle chasing	golden-ratio angles	angle chase with golden ratio			GOLDEN-RATIO ANGLES
Geometry	Geometric inequalities and optimization	golden ratio condition	ratio condition			GOLDEN-RATIO CONDITION
Combinatorics	Combinatorial design	distinct-distance marks	Golomb ruler construction		construction/optimization	GOLOMB RULERS
Algebra	Sequences, recurrences, and series	Golomb sequence	self-descriptive recurrence	Golomb sequence		GOLOMB SEQUENCE
Combinatorics	Graph theory	triangles in graphs	Goodman bound	Goodman's theorem/bound	counting	GOODMAN BOUND
Combinatorics	Combinatorial algebra and counting	graph counts	Goodman-style counting	Goodman's theorem	counting	GOODMANESQUE COUNTS
Number Theory	Sequences, recurrences, and series	Goodstein process	base-change process	Goodstein theorem	termination	GOODSTEIN-TYPE PROCESS
