Area	Canonical Subtopic	Object tag	Technique tag	Lemma/Theorem tag	Proof role	Raw imported tag
Geometry	Geometry-flavored algebra	complex barycentrics	barycentric bash	NULL	coordinate proof	COMPLEX/BARYCENTRIC BASH
Geometry	Geometry-flavored algebra	barycentric coordinates	complex/barycentric setup	NULL	coordinate setup	COMPLEX/BARYCENTRIC COORDINATES
Geometry	Geometry-flavored algebra	barycentric coordinates	optional barycentric method	NULL	backup method	COMPLEX/BARYCENTRIC OPTIONAL
Geometry	Geometry-flavored algebra	barycentric coordinates	possible barycentric method	NULL	backup method	COMPLEX/BARYCENTRIC POSSIBLE
Geometry	Geometry-flavored algebra	barycentric vectors	complex/barycentric vector method	NULL	coordinate setup	COMPLEX/BARYCENTRIC VECTORS
Geometry	Geometry-flavored algebra	complex coordinate setup	coordinate method	NULL	coordinate proof	COMPLEX/COORDINATE
Geometry	Circle geometry	inversion	complex/inversion method	Inversion	transformation	COMPLEX/INVERSION
Geometry	Transformational geometry	spiral similarity	complex spiral similarity	Spiral similarity	transformation	COMPLEX/SPIRAL SIMILARITY
Geometry	Geometry-flavored algebra	collinearity	complex synthetic collinearity	NULL	collinearity	COMPLEX/SYNTHETIC COLLINEARITY
Algebra	Complex, trigonometric, and Fourier methods	expression	complex/trig bash	NULL	computation	COMPLEX/TRIG BASH
Geometry	Geometry-flavored algebra	vector method	complex/vector method	NULL	coordinate proof	COMPLEX/VECTOR METHOD
Algebra	Polynomials and algebraic manipulation	real expression	complexification	NULL	transformation	COMPLEXIFICATION
Combinatorics	Graph theory	components	component decomposition	NULL	decomposition	COMPONENTS
Number Theory	Divisibility, gcd, lcm, and primes	composite numbers	divisibility argument	NULL	classification	COMPOSITE NUMBERS
Number Theory	Divisibility, gcd, lcm, and primes	composites	divisibility argument	NULL	classification	COMPOSITES
Geometry	Transformational geometry	isometries	composition of transformations	NULL	transformation	COMPOSITION OF ISOMETRIES
Number Theory	Diophantine equations	local-global solutions	Hasse principle	Hasse principle	local-global obstruction	COMPOSITION/HASSE PRINCIPLE
Combinatorics	Set systems, posets, and extremal set theory	set systems	compressions/shifting	NULL	extremal reduction	COMPRESSIONS/EXTREMAL SET SYSTEMS
Geometry	Geometry-flavored algebra	configuration	computation	NULL	computation	COMPUTATION
Combinatorics	Combinatorial geometry	computational geometry	algorithmic geometry	NULL	modeling	COMPUTATIONAL GEOMETRY FLAVOR
Algebra	Inequalities and optimization	concavity	concavity transform	NULL	transformation	CONCAVITY TRANSFORM
Geometry	Geometry-flavored algebra	concurrency	linear constraints	NULL	coordinate setup	CONCURRENCY AS LINEAR CONSTRAINTS
Geometry	Core Euclidean geometry	concurrency on AO	line chase	NULL	concurrency	CONCURRENCY ON AO
Geometry	Core Euclidean geometry	metric relation	condition forcing	NULL	criterion	CONDITION FORCING METRIC RELATION
Geometry	3D and solid geometry	cone cross-section	section analysis	NULL	geometric reduction	CONE CROSS-SECTIONS
Algebra	Linear algebra and convexity	cone	cone duality	Farkas-type duality	duality	CONE DUALITY
Geometry	3D and solid geometry	conic sections	cone section geometry	NULL	configuration	CONE SECTIONS
Algebra	Linear algebra and convexity	cones	cone method	NULL	duality/bounding	CONES
Geometry	Core Euclidean geometry	configuration	configuration chase	NULL	configuration	CONFIGURATION CHASE

Area	Canonical Subtopic	Object tag	Technique tag	Lemma/Theorem tag	Proof role	Raw imported tag
Geometry	Core Euclidean geometry	point configuration	chasing			CONFIGURATION CHASING
Geometry	Core Euclidean geometry	point configuration	transformation			CONFIGURATION TRANSFORMATION
Geometry	Core Euclidean geometry	point configuration				CONFIGURATIONS OF POINTS
Combinatorics	Coloring, tiling, grids, and invariants	coloring	coloring			CONFLICT-FREE COLORING
Combinatorics	Combinatorial games and processes	rewriting process	confluence			CONFLUENCE
Combinatorics	Combinatorial games and processes	rewriting process	confluence			CONFLUENCE/ABELIAN PROPERTY
Geometry	Core Euclidean geometry	triangles				CONGRUENT TRIANGLES
Geometry	Conics and projective geometry	conic				CONIC
Combinatorics	Combinatorial algebra and counting	conic	counting		counting	CONIC COUNTING
Geometry	Conics and projective geometry	conic; locus				CONIC LOCI
Geometry	Conics and projective geometry	conic	parametrization			CONIC PARAMETRIZATION
Geometry	Conics and projective geometry	conic intersections; intersections				CONICS/INTERSECTIONS
Algebra	Algebraic structures and linear algebra	conjugates	conjugation			CONJUGATION
Algebra	Algebraic structures and linear algebra	conjugates	conjugation			CONJUGATION ACTION
Algebra	Algebraic structures and linear algebra	unit circle; conjugates	conjugation			CONJUGATION ON UNIT CIRCLE
Algebra	Algebraic structures and linear algebra	conjugates	conjugation			CONJUGATION SYMMETRY
Combinatorics	Combinatorial algebra and counting	bipartition; partitions				CONNECTED BIPARTITIONS
Combinatorics	Graph theory	graph	connectivity			CONNECTIVITY GRAPH
Combinatorics	Graph theory	grid; coloring	coloring; connectivity			CONNECTIVITY/GRID COLORINGS
Number Theory	Number theory constructions and pigeonhole	intervals				CONSECUTIVE INTERVALS
Combinatorics	Graph theory	vertices				CONSECUTIVE VERTICES
Algebra	Equations, substitutions, and transformations		constancy argument			CONSTANCY ARGUMENT
Geometry	Core Euclidean geometry	area				CONSTANT AREA
Algebra	Equations, substitutions, and transformations	constant solutions				CONSTANT SOLUTIONS
Combinatorics	Set systems, posets, and extremal set theory	constant-weight code				CONSTANT-WEIGHT CODES
Algebra	Equations, substitutions, and transformations	affine maps				CONSTANTS AND AFFINE MAPS
Algebra	Inequalities and optimization		optimization			CONSTRAINED MINIMIZATION
Algebra	Equations, substitutions, and transformations	symmetric forms/functions				CONSTRAINED SYMMETRIC FORMS
Algebra	Equations, substitutions, and transformations	symmetric forms/functions; functions				CONSTRAINED SYMMETRIC FUNCTIONS
Algebra	Equations, substitutions, and transformations		constraint manipulation			CONSTRAINT MANIPULATION
Combinatorics	Extremal combinatorics	bounds	construction; lower-bound construction		construction; lower bound	CONSTRUCTION + LOWER BOUND
Combinatorics	Extremal combinatorics	bounds	construction; lower-bound construction		construction; lower bound	CONSTRUCTION AND LOWER BOUND
Combinatorics	Extremal combinatorics	bounds	construction; lower-bound construction		construction; lower bound	CONSTRUCTION PLUS LOWER BOUND
Algebra	Equations, substitutions, and transformations		construction; classification		construction; classification	CONSTRUCTION/CLASSIFICATION
Combinatorics	Combinatorial algebra and counting		construction; counting; gadget construction		construction; counting	CONSTRUCTION/COUNTING GADGETS
Combinatorics	General combinatorial structures	diagonal	construction; diagonalization		construction; diagonal argument	CONSTRUCTION/DIAGONALIZATION
Combinatorics	Extremal combinatorics		construction; obstruction		construction; obstruction	CONSTRUCTION/OBSTRUCTION
Number Theory	Number theory constructions and pigeonhole		construction; pigeonhole		construction; pigeonhole	CONSTRUCTION/PIGEONHOLE
Combinatorics	General combinatorial structures	matrix	construction		construction	CONSTRUCTIONS / MATRICES
Algebra	Extremal methods, monotonicity, and invariants		construction; extremal method		construction; extremal choice	CONSTRUCTIVE / EXTREMAL
Algebra	Equations, substitutions, and transformations		construction		construction	CONSTRUCTIVE ALGEBRA
Combinatorics	Algorithms, automata, words, and constructive combinatorics	algorithm	construction; algorithmic construction		construction	CONSTRUCTIVE ALGORITHM
Combinatorics	Algorithms, automata, words, and constructive combinatorics		construction		construction	CONSTRUCTIVE ARRANGEMENT
Combinatorics	Algorithms, automata, words, and constructive combinatorics	bijection	construction; bijection		construction	CONSTRUCTIVE BIJECTION
Combinatorics	Algorithms, automata, words, and constructive combinatorics	blocks	construction		construction	CONSTRUCTIVE BLOCKS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	bounds	construction		construction; bounding	CONSTRUCTIVE BOUNDS
Geometry	Core Euclidean geometry	cases	construction; casework		construction; casework	CONSTRUCTIVE CASES
Combinatorics	Algorithms, automata, words, and constructive combinatorics	cases	construction; casework		construction; casework	CONSTRUCTIVE CASEWORK
Combinatorics	Coloring, tiling, grids, and invariants	coloring	coloring; construction		construction	CONSTRUCTIVE COLOURING
Combinatorics	Algorithms, automata, words, and constructive combinatorics	decomposition	construction; decomposition		construction	CONSTRUCTIVE DECOMPOSITION
Algebra	Equations, substitutions, and transformations	dynamical process	construction; process analysis		construction	CONSTRUCTIVE DYNAMICS
Combinatorics	Algorithms, automata, words, and constructive combinatorics		construction		construction	CONSTRUCTIVE EXISTENCE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	expression	construction		construction	CONSTRUCTIVE EXPRESSION
Algebra	Extremal methods, monotonicity, and invariants		construction; extremal method		construction; extremal choice	CONSTRUCTIVE EXTREMAL
Algebra	Extremal methods, monotonicity, and invariants	path/walk	construction; extremal method; path construction		construction; extremal choice	CONSTRUCTIVE EXTREMAL PATH
Combinatorics	Algorithms, automata, words, and constructive combinatorics		construction; gadget construction		construction	CONSTRUCTIVE GADGETS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	game	construction		construction	CONSTRUCTIVE GAME
Combinatorics	Algorithms, automata, words, and constructive combinatorics		construction; generation		construction	CONSTRUCTIVE GENERATION
Combinatorics	Algorithms, automata, words, and constructive combinatorics	geometric configuration	construction		construction	CONSTRUCTIVE GEOMETRY
Combinatorics	Algorithms, automata, words, and constructive combinatorics		construction; insertion		construction	CONSTRUCTIVE INSERTION
Combinatorics	Algorithms, automata, words, and constructive combinatorics	intervals	construction		construction	CONSTRUCTIVE INTERVALS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	cases	construction; casework		construction; casework	CONSTRUCTIVE MODULO CASES
Algebra	Sequences, recurrences, and series		construction		construction	CONSTRUCTIVE NT; SEQUENCES; BINOMIAL ESTIMATES
Combinatorics	Algorithms, automata, words, and constructive combinatorics		construction		construction; optimality	CONSTRUCTIVE OPTIMALITY
Algebra	Extremal methods, monotonicity, and invariants		construction; ordering		construction	CONSTRUCTIVE ORDERING
Algebra	Extremal methods, monotonicity, and invariants		construction; ordering; greedy		construction; invariant	CONSTRUCTIVE ORDERING / GREEDY & INVARIANTS / PARTIAL SUMS
Combinatorics	Algorithms, automata, words, and constructive combinatorics		construction; parity		construction; parity	CONSTRUCTIVE PARITY
Combinatorics	Algorithms, automata, words, and constructive combinatorics	path/walk	construction; path construction		construction	CONSTRUCTIVE PATH
Combinatorics	Algorithms, automata, words, and constructive combinatorics	path/walk	construction; path construction		construction	CONSTRUCTIVE PATHING
Combinatorics	Algorithms, automata, words, and constructive combinatorics	permutation	construction		construction	CONSTRUCTIVE PERMUTATION
Combinatorics	Algorithms, automata, words, and constructive combinatorics	puzzle	construction		construction	CONSTRUCTIVE PUZZLE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	reachability relation	construction; reachability		construction	CONSTRUCTIVE REACHABILITY
Combinatorics	Algorithms, automata, words, and constructive combinatorics	arrangement	construction; rearrangement		construction	CONSTRUCTIVE REARRANGEMENT
Geometry	Core Euclidean geometry		construction; reduction		construction; reduction	CONSTRUCTIVE REDUCTION
Combinatorics	Algorithms, automata, words, and constructive combinatorics		construction; sufficiency proof		construction; sufficiency	CONSTRUCTIVE SUFFICIENCY
Combinatorics	Algorithms, automata, words, and constructive combinatorics		construction; swapping		construction	CONSTRUCTIVE SWAPPING
Combinatorics	Coloring, tiling, grids, and invariants	tiling	construction; tiling construction		construction	CONSTRUCTIVE TILING
Combinatorics	Coloring, tiling, grids, and invariants	tiling	construction; tiling construction		construction	CONSTRUCTIVE TILINGS
Geometry	Geometry-flavored algebra	vectors	construction		construction	CONSTRUCTIVE VECTORS
Algebra	Extremal methods, monotonicity, and invariants	design	construction; extremal method		construction; extremal choice	CONSTRUCTIVE/EXTREMAL DESIGN
Geometry	Circle geometry	contact chord				CONTACT CHORD
Geometry	Circle geometry	contact points				CONTACT POINTS
Geometry	Circle geometry	tetrahedron				CONTACT TETRAHEDRON
Geometry	Triangle centers and triangle configurations	orthic triangle		Orthic triangle lemma		CONTACT/ORTHIC TRIANGLE RELATIONS
Combinatorics	General combinatorial structures		containment; comparison			CONTAINMENT/COMPARISON
Combinatorics	Combinatorial algebra and counting	incidence configuration	incidence counting			CONTEST INCIDENCE
Combinatorics	General combinatorial structures	continuous parameter	parity; tangency; continuity		parity	CONTINUITY & TANGENCY PARITY
Algebra	Analytic estimates and asymptotics	dynamical process; continuous parameter	process analysis; continuity			CONTINUITY / DYNAMICS
Combinatorics	Combinatorial algebra and counting	continuous parameter	continuity		counterexample	CONTINUITY COUNTEREXAMPLE
Algebra	Analytic estimates and asymptotics	continuous parameter	continuity			CONTINUITY IMAGE
Geometry	Continuity and topology methods	continuous parameter	continuity; compactness		compactness	CONTINUITY/COMPACTNESS
Geometry	Continuity and topology methods	continuous parameter	continuity; fixed point			CONTINUITY/FIXED POINT
Geometry	Continuity and topology methods	continuous parameter	continuity			CONTINUITY/INTERSECTION
Combinatorics	General combinatorial structures	continuous parameter	parity; continuity		parity	CONTINUITY/PARITY
Algebra	Analytic estimates and asymptotics	continuous parameter	continuity; perturbation			CONTINUITY/PERTURBATION
Algebra	Analytic estimates and asymptotics	continuous parameter	continuity			CONTINUITY/RANGES
Geometry	Continuity and topology methods	continuous parameter	continuity			CONTINUITY/SYMMETRY
Geometry	Continuity and topology methods	continuous parameter	continuity			CONTINUITY/TOPOLOGY
Algebra	Analytic estimates and asymptotics	approximation	continuous approximation			CONTINUOUS APPROXIMATION
Algebra	Analytic estimates and asymptotics	bijection	bijection			CONTINUOUS BIJECTIONS
Combinatorics	General combinatorial structures	quantities				CONTINUOUS QUANTITIES
Geometry	Geometry-flavored algebra	coordinate setup	contraction; coordinate bash			CONTRACTION/COORDINATE ARGUMENT
Algebra	Equations, substitutions, and transformations		contraction			CONTRACTIONS
Combinatorics	General combinatorial structures		contradiction		contradiction	CONTRADICTION BY EXTENSION
Geometry	Core Euclidean geometry	geometric configuration	contradiction		contradiction	CONTRADICTION GEOMETRY
Combinatorics	Graph theory	graph	contradiction		contradiction	CONTRADICTION GRAPH
Algebra	Equations, substitutions, and transformations		contraposition			CONTRAPOSITION
Algebra	Sequences, recurrences, and series	series				CONVERGENT SERIES
Algebra	Inequalities and optimization	convex combination	convexity			CONVEX COMBINATIONS
Algebra	Inequalities and optimization	convex envelope	convexity			CONVEX ENVELOPE
Geometry	Metric, convex, and incidence geometry	hexagon	convexity			CONVEX HEXAGON
Combinatorics	Combinatorial geometry		convexity			CONVEX LAYERS
Algebra	Inequalities and optimization		convexity			CONVEX MAPS
Geometry	Metric, convex, and incidence geometry	octagon	convexity			CONVEX OCTAGON
Geometry	Metric, convex, and incidence geometry	pentagon	convexity			CONVEX PENTAGON
Geometry	Geometry-flavored algebra	polygon; diagonal	convexity		diagonal argument	CONVEX POLYGON DIAGONALS
Geometry	Geometry-flavored algebra	geometric configuration; polygon	convexity			CONVEX POLYGON GEOMETRY
Algebra	Inequalities and optimization	polygon	convexity			CONVEX POLYGONS/METRIC INEQUALITIES
Algebra	Inequalities and optimization	polytope	convexity			CONVEX POLYTOPE
Algebra	Inequalities and optimization		convexity			CONVEX PRIMITIVES
Algebra	Inequalities and optimization		convexity; projection			CONVEX PROJECTION
Combinatorics	Combinatorial geometry	quadrilateral	convexity			CONVEX QUADRILATERALS
Combinatorics	Combinatorial geometry	quadruples	convexity			CONVEX QUADRUPLES
Combinatorics	Combinatorial geometry	bounds	lower-bound construction; convexity		lower bound	CONVEX-POSITION LOWER BOUND
Combinatorics	Combinatorial geometry	subsets	convexity			CONVEX-POSITION SUBSETS
Algebra	Inequalities and optimization		extremal method; convexity		extremal choice	CONVEX/GEOMETRIC EXTREMAL ARGUMENT
Algebra	Inequalities and optimization	convex envelope	convexity			CONVEXITY ENVELOPE
Combinatorics	Combinatorial geometry		convexity			CONVEXITY ON (S2)\BINOM{S}{2}(2S‚Äã)
Algebra	Inequalities and optimization		convexity			CONVEXITY OVER Q
Geometry	Metric, convex, and incidence geometry		convexity			CONVEXITY PRESERVATION
Algebra	Inequalities and optimization		convexity; Cauchy-Schwarz	Cauchy-Schwarz		CONVEXITY/CAUCHY-TYPE
Combinatorics	Combinatorial geometry	geometric configuration	convexity			CONVEXITY/COMBINATORIAL GEOMETRY
Combinatorics	Combinatorial geometry		containment; convexity			CONVEXITY/CONTAINMENT
Combinatorics	Combinatorial geometry		convexity; Cauchy-Schwarz	Cauchy-Schwarz		CONVEXITY/CS
Algebra	Inequalities and optimization		convexity		extremal choice	CONVEXITY/EXTREME POINTS
Algebra	Inequalities and optimization		convexity; greedy			CONVEXITY/GREEDY
Algebra	Inequalities and optimization		convexity; Jensen	Jensen		CONVEXITY/JENSEN FLAVOR
Algebra	Inequalities and optimization		convexity			CONVEXITY/LM
Geometry	Metric, convex, and incidence geometry	locus	convexity			CONVEXITY/LOCUS
Algebra	Inequalities and optimization		convexity; log-convexity			CONVEXITY/LOG-CONVEXITY
Geometry	Metric, convex, and incidence geometry		convexity			CONVEXITY/ORDER
Algebra	Inequalities and optimization	arrangement	rearrangement; convexity			CONVEXITY/REARRANGEMENT
Combinatorics	Combinatorial geometry		convexity			CONVEXITY/VARIANCE
Combinatorics	Combinatorial geometry		convexity			CONVEXITY/WIDTH
Combinatorics	Combinatorial geometry		convexity; earthmover/transport			CONVEXITY/‚ÄúEARTHMOVER‚Äù
Geometry	Geometry-flavored algebra	geometric configuration; coordinate setup	coordinate bash			COORD/EUCLIDEAN GEOMETRY
Geometry	Geometry-flavored algebra	coordinate setup	chasing; coordinate bash; angle chasing			COORDINATE ANGLE CHASE
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash; synthetic geometry			COORDINATE BASH / SYNTHETIC RELATION
Combinatorics	Combinatorial algebra and counting	coordinate setup	counting; coordinate bash		counting	COORDINATE COUNTING
Geometry	Geometry-flavored algebra	decomposition; coordinate setup	decomposition; coordinate bash			COORDINATE DECOMPOSITION
Geometry	Geometry-flavored algebra	geometric configuration; locus; coordinate setup	coordinate bash			COORDINATE GEOMETRY; RHOMBUS; INVERSION-LIKE LOCUS
Geometry	Geometry-flavored algebra	coordinate setup	transformation; coordinate bash			COORDINATE TRANSFORM
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash; trigonometric method			COORDINATE/TRIG BASH
Geometry	Geometry-flavored algebra	coordinate setup	chasing; coordinate bash; trigonometric method			COORDINATE/TRIG CHASE
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash	Power of a Point		COORDINATES / POWER-OF-A-POINT
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash			COORDINATES OPTIONAL
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash; trigonometric method			COORDINATES OR TRIG
Geometry	Geometry-flavored algebra	coordinate setup	chasing; coordinate bash; angle chasing			COORDINATES/ANGLE CHASING
Geometry	Geometry-flavored algebra	coordinate setup; barycentric coordinates	coordinate bash; barycentric method	Barycentric coordinates		COORDINATES/BARYCENTRICS
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash; homothety	Homothety		COORDINATES/HOMOTHETY
Geometry	Geometry-flavored algebra	coordinate setup	chasing; coordinate bash			COORDINATES/LENGTH CHASE
Geometry	Conics and projective geometry	coordinate setup; polar	coordinate bash; pole-polar	Pole-polar		COORDINATES/POLARS
Geometry	Conics and projective geometry	coordinate setup; polar	coordinate bash; pole-polar	Pole-polar		COORDINATES/POLE-POLAR
Geometry	Conics and projective geometry	coordinate setup	fixed point; coordinate bash			COORDINATES/PROJECTIVE FIXED POINT
Geometry	Conics and projective geometry	coordinate setup	coordinate bash			COORDINATES/PROJECTIVE FLAVOR
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash; rotation			COORDINATES/ROTATION
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash; similarity			COORDINATES/SIMILARITY
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash; synthetic geometry			COORDINATES/SYNTHETIC
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash; synthetic geometry			COORDINATES/SYNTHETIC HYBRID
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash; trigonometric method			COORDINATES/TRIG BASH
Geometry	Core Euclidean geometry	coordinate setup	coordinate bash; trigonometric method	Trigonometric Ceva		COORDINATES/TRIG CEVA
Geometry	Geometry-flavored algebra	vectors; coordinate setup	coordinate bash			COORDINATES/VECTOR
Geometry	Geometry-flavored algebra	geometric configuration; vectors; coordinate setup	coordinate bash			COORDINATES/VECTOR GEOMETRY
Geometry	Geometry-flavored algebra	vectors; coordinate setup	coordinate bash			COORDINATES/VECTOR SETUP
Algebra	Equations, substitutions, and transformations	parameters				COPRIME PARAMETERS
Combinatorics	Combinatorial algebra and counting	corner	counting		counting	CORNER COUNTING
Algebra	Inequalities and optimization		correlation inequality			CORRELATION INEQUALITIES
Combinatorics	General combinatorial structures		trapping			CORRIDOR TRAPPING
Geometry	Circle geometry			Ptolemy; Cosine Rule		COSINE RULE / PTOLEMY
Combinatorics	Combinatorial algebra and counting		proof split		counterexample; proof split	COUNTEREXAMPLE/PROOF SPLIT
Combinatorics	Combinatorial algebra and counting		counting		counting	COUNTING ARGUMENT
Combinatorics	Combinatorial algebra and counting	bounds	counting		bounding; counting	COUNTING BOUNDS
Combinatorics	Combinatorial algebra and counting	point configuration	counting		counting	COUNTING CONFIGURATIONS
Combinatorics	Combinatorial algebra and counting	denominator	counting		counting	COUNTING DENOMINATORS
Combinatorics	Combinatorial algebra and counting	differences	counting		counting	COUNTING DIFFERENCES
Combinatorics	Combinatorial algebra and counting		counting		counting	COUNTING DISTINCT PARTS
Combinatorics	Combinatorial games and processes	dynamical process	counting; process analysis		counting	COUNTING DYNAMICS
Combinatorics	Combinatorial algebra and counting	equations	counting		counting	COUNTING EQUATIONS
Combinatorics	Combinatorial algebra and counting		counting		counting	COUNTING EXTREMIZERS
Combinatorics	Combinatorial algebra and counting	functions	counting		counting	COUNTING FUNCTIONS
Combinatorics	Combinatorial algebra and counting		counting		counting	COUNTING GENERATORS
Combinatorics	Combinatorial algebra and counting	bounds	lower-bound construction; counting		lower bound; counting	COUNTING LOWER BOUND
Combinatorics	Combinatorial algebra and counting		counting		counting	COUNTING MULTIPLES
Combinatorics	Combinatorial algebra and counting		counting		counting	COUNTING MULTIPLICITIES
Combinatorics	Combinatorial algebra and counting	partitions	counting		counting	COUNTING PARTITIONS
Combinatorics	Combinatorial algebra and counting	permutation	counting		counting	COUNTING PERMUTATIONS
Combinatorics	Combinatorial algebra and counting	preimages	counting		counting	COUNTING PREIMAGES
Combinatorics	Combinatorial games and processes		counting; process analysis		counting	COUNTING PROCESS
Algebra	Sequences, recurrences, and series		counting		counting	COUNTING RECURRENCE
Combinatorics	Combinatorial algebra and counting	roots	counting		counting	COUNTING ROOTS
Combinatorics	Combinatorial algebra and counting	tuples	counting		counting	COUNTING TUPLES
Combinatorics	Combinatorial algebra and counting		counting; thresholding		counting	COUNTING VIA THRESHOLDING
Combinatorics	Combinatorial algebra and counting		constraint manipulation; counting		counting	COUNTING WITH CONSTRAINTS
Combinatorics	Combinatorial algebra and counting		counting		counting	COUNTING/STRUCTURE
Algebra	Equations, substitutions, and transformations	equations				COUPLED EQUATIONS
Algebra	Inequalities and optimization	pairs				COVARIANCE OVER PAIRS
Combinatorics	Set systems, posets, and extremal set theory	set family				COVER-FREE FAMILIES
Geometry	Geometry-flavored algebra	triangles				COVERAGE BY TRIANGLES
Combinatorics	Combinatorial geometry	covering	covering			COVERING BY TEST POINTS
Combinatorics	Set systems, posets, and extremal set theory	covering design; covering; design	covering			COVERING DESIGN
Combinatorics	Set systems, posets, and extremal set theory	covering design; covering; design	covering			COVERING DESIGNS
Geometry	Metric, convex, and incidence geometry	covering; directions	covering			COVERING DIRECTIONS
Combinatorics	Combinatorial geometry	covering	covering			COVERING LEMMA
Algebra	Equations, substitutions, and transformations	covering	covering			COVERING NUMBERS
Combinatorics	Combinatorial geometry	pairs; covering	covering			COVERING PAIRS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	path/walk; covering	path construction; covering			COVERING PATH
Combinatorics	Combinatorial geometry	covering	covering			COVERING RECTANGLES
Combinatorics	Combinatorial geometry	covering	covering			COVERING SYSTEMS
Combinatorics	Combinatorial geometry	covering	covering; packing			COVERING/PACKING
Combinatorics	Combinatorial geometry	covering	covering			COVERINGS/NETS
Algebra	Equations, substitutions, and transformations	covering	covering; packing			COVERINGS/PACKINGS
Combinatorics	Combinatorial algebra and counting	partitions; covering	covering			COVERINGS/PARTITIONS
Geometry	Core Euclidean geometry		criterion finding		criterion	CRITERION FINDING
Combinatorics	Extremal combinatorics		obstruction		obstruction	CRITICAL OBSTRUCTION
Combinatorics	Set systems, posets, and extremal set theory	set family; cross-intersecting family				CROSS-INTERSECTING FAMILIES
Combinatorics	Set systems, posets, and extremal set theory	cross-intersecting family				CROSS-INTERSECTION
Geometry	Conics and projective geometry	cross-ratio				CROSS-RATIO INVARIANCE
Combinatorics	Algorithms, automata, words, and constructive combinatorics		reduction; crossing reduction		reduction	CROSSING REDUCTION
Combinatorics	Extremal combinatorics		crossing reduction; probabilistic method			CROSSING-NUMBER/PROBABILISTIC
Combinatorics	Combinatorial geometry			Crystallographic restriction theorem		CRYSTALLOGRAPHIC RESTRICTION
Combinatorics	Graph theory	graph; cube graph				CUBE GRAPH
Combinatorics	Combinatorial algebra and counting	partitions; cube partition				CUBE PARTITION
Combinatorics	Graph theory	graph; cubic polynomial/map				CUBIC BIPARTITE GRAPHS
Number Theory	Divisibility, gcd, lcm, and primes	cubic polynomial/map	cancellation			CUBIC CANCELLATION
Algebra	Polynomials and algebraic manipulation	cubic polynomial/map	comparison			CUBIC COMPARISON
Algebra	Polynomials and algebraic manipulation	cubic polynomial/map; curve				CUBIC CURVES
Algebra	Analytic estimates and asymptotics	cubic polynomial/map; derivative	derivative method			CUBIC DERIVATIVE
Algebra	Equations, substitutions, and transformations	equations; cubic polynomial/map				CUBIC EQUATIONS
Algebra	Polynomials and algebraic manipulation	cubic polynomial/map				CUBIC EXPANSION
Number Theory	Algebraic and analytic number theory	cubic polynomial/map				CUBIC IMAGE SIZE
Algebra	Inequalities and optimization	cubic polynomial/map				CUBIC INEQUALITIES
Algebra	Polynomials and algebraic manipulation	cubic polynomial/map				CUBIC IRRATIONALITY
Combinatorics	Graph theory	graph; cubic polynomial/map				CUBIC MAPS/TRAILS/EMBEDDED GRAPHS
Algebra	Extremal methods, monotonicity, and invariants	cubic polynomial/map	monotonicity			CUBIC MONOTONICITY
Number Theory	Algebraic and analytic number theory	cubic polynomial/map				CUBIC NORM
Algebra	Polynomials and algebraic manipulation	roots; cubic polynomial/map		Roots of unity		CUBIC ROOTS OF UNITY
Algebra	Polynomials and algebraic manipulation	cubic polynomial/map				CUBICS
Algebra	Equations, substitutions, and transformations	distribution function				CUMULATIVE DISTRIBUTION
Combinatorics	Combinatorial geometry	cup-cap set	construction		construction	CUP-CAP CONSTRUCTION
Algebra	Equations, substitutions, and transformations	bounds	curvature bound		bounding	CURVATURE BOUND
Algebra	Equations, substitutions, and transformations	curve				CURVE GENUS
Geometry	Spatial geometry	curve				CURVES IN SPACE
Geometry	Metric, convex, and incidence geometry	locus; cut locus				CUT LOCUS
Combinatorics	General combinatorial structures	cut				CUTS
Algebra	Extremal methods, monotonicity, and invariants		cutting/gluing		invariant	CUTTING INVARIANT
Algebra	Extremal methods, monotonicity, and invariants		cutting/gluing		invariant	CUTTING/GLUING INVARIANT
Combinatorics	Graph theory	coloring; cycle	coloring			CYCLE COLORINGS
Combinatorics	Graph theory	cycle				CYCLE CONDITION
Combinatorics	Graph theory	cycle	counting		counting	CYCLE COUNTING
Combinatorics	Graph theory	decomposition; cycle	decomposition			CYCLE DECOMPOSITIONS
Combinatorics	Graph theory	cycle				CYCLE DOMINATION
Combinatorics	Graph theory	cycle			existence	CYCLE EXISTENCE
